NFE,Run1,Run2,Run3,Run4,Run5,Run6,Run7,Run8,Run9,Run10,Run11,Run12,Run13,Run14,Run15,Run16,Run17,Run18,Run19,Run20,Run21,Run22,Run23,Run24,Run25,Run26,Run27,Run28,Run29,Run30
888,3465.259595041074,3402.197847750981,3509.628057971767,3243.4124523759997,3260.761216767576,3523.5583670182796,3262.97226546518,3167.518142230462,3598.7913913948796,3623.422593156214,2611.830949187572,3199.2967239370146,3212.687895692694,3665.61590270633,3300.124561640543,3520.972959072611,3497.628752405633,3675.7234508315,3559.720721632812,3206.8472180341278,3136.2085044827886,3742.1482698939094,3395.172836182838,3544.197399583405,3642.64633022919,3428.447529995581,3215.986555832265,3050.593948675603,3120.149199801374,3249.773427727951
1527,2895.8619950340963,3363.7569881991417,2761.0909069271975,3243.4124523759997,3260.761216767576,3446.406078159801,3262.97226546518,3167.518142230462,3536.902907175453,3479.2126346555574,2611.830949187572,3199.2967239370146,3212.687895692694,3665.61590270633,3300.124561640543,3520.972959072611,3497.628752405633,3475.0393782517326,3559.720721632812,3206.8472180341278,3136.2085044827886,2936.772208538398,3395.172836182838,3250.84678475126,3642.64633022919,3409.894735427231,3215.986555832265,3050.593948675603,3120.149199801374,3249.773427727951
2625,2895.8619950340963,3275.837538387248,2761.0909069271975,3243.4124523759997,3260.761216767576,3446.406078159801,3262.97226546518,2962.236698536849,3536.902907175453,3429.630688741563,2611.830949187572,3199.2967239370146,3212.687895692694,3526.767414573753,3275.045352813909,3358.7746502716554,3319.250058792195,3475.0393782517326,3559.720721632812,3206.8472180341278,3136.2085044827886,2936.772208538398,3287.554550680407,3250.84678475126,3169.7620025165975,3310.659383338216,3215.986555832265,2963.912358282057,3120.149199801374,3150.706979646304
4513,2895.8619950340963,3275.837538387248,2761.0909069271975,3243.4124523759997,3260.761216767576,3014.256664184475,3252.116325695779,2962.236698536849,3265.018769290622,3278.939135106733,2611.830949187572,2984.244121755703,3212.687895692694,3526.767414573753,3275.045352813909,3180.6581900676365,3319.250058792195,3417.128390138954,2993.674556357595,3206.8472180341278,2791.575036971253,2912.072433859526,3079.3905464566246,3250.84678475126,3169.7620025165975,3310.659383338216,2136.807448776036,2963.912358282057,3120.149199801374,3150.706979646304
7757,2895.8619950340963,2799.264245089564,2761.0909069271975,3243.4124523759997,3089.225307957215,3014.256664184475,3203.3622389370757,2874.0052070185716,3234.9124046150346,3128.37397424247,2557.963463363231,2883.4548168321526,3144.580077942878,3299.980124700362,3109.3757568507594,2646.839984966462,2850.8665525572587,3144.314814672414,2993.674556357595,3024.0957920120227,2791.575036971253,2912.072433859526,3079.3905464566246,2965.7287862241774,3064.8298412719987,3248.576905447386,2136.807448776036,2892.928208690964,3120.149199801374,3038.871062418869
13333,2895.8619950340963,2799.264245089564,2761.0909069271975,3097.105478209081,2948.079034470099,2969.4713574899342,3073.2216034790868,2874.0052070185716,3091.672805823446,2819.505538498072,2506.0194497202538,2883.4548168321526,2506.485765457065,2729.413582709974,2424.409702426857,2646.839984966462,2850.8665525572587,3080.204577290314,2993.674556357595,3018.220161966356,2708.490787898915,2884.273325610865,2989.540625310196,2965.7287862241774,2857.847852146222,2956.210158557672,2136.807448776036,2796.0699356414616,2822.170064929706,2691.439508995188
22916,2837.433534650794,2776.7985016427947,2761.0909069271975,2794.806510562068,2528.6932618660503,2425.201079299948,2641.004180102775,2673.038450142151,2623.493201263484,2571.0855958706547,2506.0194497202538,2644.606063484785,2506.485765457065,2729.413582709974,2424.409702426857,2646.839984966462,2468.359163347627,2575.152396683411,2804.3184134919647,2528.569075519918,2308.861188448696,2829.027706803059,2331.484794196696,2763.3404838846773,2621.1933471222737,2492.845746212402,2136.807448776036,2764.6439945710777,2625.794565596478,2691.439508995188
39389,2599.966326503987,2521.401793415741,2057.748205338205,2104.2909684608107,2528.6932618660503,2425.201079299948,2422.903289878903,2562.817897916678,2211.470945422855,2571.0855958706547,2316.4644315539567,2376.967180975483,2499.560317432803,2399.606037392139,2424.409702426857,2421.708175733417,2468.359163347627,2556.73599016119,2472.851081641014,1795.1505117424108,2308.861188448696,2289.618770484578,2331.484794196696,2530.223157201821,2621.1933471222737,2492.845746212402,2136.807448776036,2439.413719397115,2281.713562871077,2432.690247753665
67700,2048.770673419534,2061.056348568724,1576.470359731985,2015.0831710815658,2001.7539076126002,2184.643573627317,2073.740560381728,2346.5866977381897,2211.470945422855,2050.189539295136,2252.892121243675,2004.922987630959,1924.9850210310199,2107.187364670322,1971.190525919443,2272.417118971508,2055.145809394848,2003.489995721411,1963.2069239281311,1795.1505117424108,1639.12225220048,2054.896409956229,2015.37136030281,2078.856225307833,2415.3663224292222,2033.3111260985818,2085.404767486219,2064.805554544964,2188.773523624924,2168.22987729337
116362,1677.7236360893412,1412.9115476088682,1487.5313910424868,1435.2811926079942,1785.66318247261,1648.8457894033552,1301.409401051093,1560.945610093278,1604.669065963009,1504.1839642240882,1292.402316335943,1458.750052949881,1621.334769107721,1424.4181376643648,1729.776995714386,1566.6735076392902,1253.3078476571832,1693.880222055598,1687.401210675752,1389.202525089036,1528.123108502272,1594.569207308066,1547.1350097895472,1493.8871905878698,1216.790775655206,1587.0642384335251,1443.872445112927,1492.4242794277661,1506.660235375916,1707.8958132796522
200000,869.6770845993287,1084.929105526034,1086.0943148114059,1192.651427315699,829.7785676862112,1139.604973008981,1057.253251490634,1235.33820804896,1105.807599664418,1096.554483040791,865.3158847917075,1100.148566324333,984.4094032744944,1042.6259630157351,923.8000677425824,1137.894244892861,1060.8978347372122,1061.281577948804,710.5208228702423,933.2831306194504,983.3255424184489,1092.034690946843,1048.935943406424,920.3627513666223,946.2100817124347,1095.637973238685,1054.324674039575,729.3334382734492,1040.4118177601981,947.6574679657159
343754,590.9381485715794,613.5014349056828,521.6703867566694,661.4865401347523,574.8472271143119,582.7018868322092,538.5748481863056,622.3956149386278,777.6534314344954,728.0633777856892,516.3765489942498,339.3165308652005,593.8950137749216,643.540368910174,580.3160853480149,449.82991111049796,391.0972746647158,584.6291573665549,588.1475006027557,536.5075998913671,673.9156571326292,656.8156981577213,692.8140203919103,448.4832819218745,503.4751096134214,544.8311795072141,596.7122094653722,441.39371394284814,586.0264562072689,720.2659978564169
