NFE,Run1,Run2,Run3,Run4,Run5,Run6,Run7,Run8,Run9,Run10,Run11,Run12,Run13,Run14,Run15,Run16,Run17,Run18,Run19,Run20,Run21,Run22,Run23,Run24,Run25,Run26,Run27,Run28,Run29,Run30
1000,788983.0925432994,791329.0019520166,2012638.0369930281,448569.9004454321,1863738.066055211,792171.0257618602,890212.3530969732,1643098.7684397642,681119.8364430089,575554.7221248455,393509.8172312785,118240.7169942567,1326385.57431579,1121988.252103989,744451.129153763,1423859.743547642,1265902.042389259,1375842.339073025,932729.5359282264,3420054.559355265,747553.8941234496,379103.332478806,2615550.83217655,331276.1217123606,824457.1924501073,1417131.935421001,1687385.9853456032,456063.2225863438,603683.4066488025,74646.86380803911
1584,275108.6765051163,791329.0019520166,1118495.96367415,448569.9004454321,1863738.066055211,792171.0257618602,803360.423829137,1643098.7684397642,528860.6238343717,385369.79963456606,112421.6132252351,118240.7169942567,1326385.57431579,1121988.252103989,744445.1852987417,1379213.426304148,1265902.042389259,531370.3794245466,932729.5359282264,1321929.7125280679,747553.8941234496,379103.332478806,1764793.092402745,331276.1217123606,769098.0589713479,927032.8199854771,502088.08214266633,402147.6791589495,528684.1592300417,74540.9296726241
2511,275108.6765051163,703865.380894196,1118495.96367415,256190.101514428,1252320.044139544,653804.7178608121,260461.86846852032,864943.9264664161,528860.6238343717,385369.79963456606,112421.6132252351,118240.7169942567,717698.1919398563,764740.8275919022,744445.1852987417,341246.7780377258,1265902.042389259,513445.0101728499,456865.161138519,96431.23369582873,747553.8941234496,379103.332478806,63769.63656516975,331276.1217123606,675368.3064702215,263232.1978228895,502088.08214266633,402147.6791589495,528684.1592300417,74540.9296726241
3981,275108.6765051163,417446.37951497274,685324.007503452,256187.3782031225,431962.6465834962,652980.6366156507,260461.86846852032,864943.9264664161,263358.03868645057,323729.9654529374,112421.6132252351,118240.7169942567,491839.4216084012,337578.2229276488,254865.9344489904,341246.7780377258,178142.5073718218,513445.0101728499,204062.5967171056,65033.85117114867,747553.8941234496,161996.37788888972,20547.904970068503,330845.517712447,592198.5839028521,123366.9363155164,502066.2914419678,66994.25124566184,528684.1592300417,74540.9296726241
6309,132249.1291751054,133726.08656468822,177760.70785529268,102794.64979142189,290676.0047189704,340706.9877444741,73217.21126091482,216362.84821260578,262974.72490800463,323729.9654529374,112421.6132252351,118240.7169942567,124502.93154489859,32317.42901675975,95296.71854488958,205050.97342569943,178142.5073718218,235943.4983500326,79439.44604247692,65033.85117114867,79723.793522486,41893.80930854264,20547.904970068503,330413.50604298897,55871.40143514616,123366.9363155164,218656.08470421552,66994.25124566184,277377.3303951039,74540.9296726241
10000,132249.1291751054,22206.87438993414,122020.7917968774,13145.307880281001,102481.642057616,156368.8416100928,72701.15442421881,216362.84821260578,82246.07263657259,38702.40990097857,51252.375714704285,118240.7169942567,77723.09341877428,32317.42901675975,24078.120646369447,146832.7103482415,80427.52556864794,126632.3790421865,48225.703736180774,51187.75048604376,62784.05390754035,41893.80930854264,20547.904970068503,64212.84851532397,22534.35285322357,123344.0925081685,45809.30056007472,58248.37599519706,136994.9252156864,74540.9296726241
15848,11140.01683733558,22206.87438993414,9968.575053169432,2613.711631147756,3137.8259430631642,11064.72534082704,4056.933036270746,19267.20355787305,7852.3945355394935,12396.13096941973,7715.993919912983,6016.4340695215515,20763.5014030702,11003.464206570381,7442.684062344229,12426.43030741044,8583.741900767001,11709.913676510701,4951.9868700814,2945.302651926203,10211.82271098459,12982.80010369345,8538.993140295555,19505.87791983219,3856.449768327407,21183.69106596215,6213.027235260555,9067.480347492032,9023.070735280478,8529.161700709014
25118,1585.306244779159,3011.798514665763,1606.038070689451,2138.128646598967,1779.0950974127218,2086.541431522854,2306.38694678624,1771.9633688317929,1850.3696488588848,1726.540779843797,1501.460379695019,2708.8153111110832,1851.6557199349038,1816.2683644141778,1360.567760887627,1737.111986392451,1199.168979675599,2009.972848311994,1936.4490529211748,2074.610841669802,1167.246409046226,1492.0912579154638,2680.190311723813,2281.475192876172,1665.761830675892,2317.796464628376,1891.3723281003897,1331.445841015689,3063.4239601871004,1450.846169070935
39810,530.9209319855327,420.90557219721586,202.97790790757992,370.3943234792505,184.15494366785006,305.5460311913985,154.3655240793637,302.22831888571585,353.0712398376463,443.4171537530174,345.08490179582014,313.66438941054815,444.35183810250913,153.2019140557845,306.2736502930979,358.3102916637404,361.89812278203766,510.5600885297126,305.65262306233217,297.9254964294437,409.4770990332177,473.5017240527131,434.52891095204717,323.5996828473278,343.47560312530663,388.3192050072666,217.31924468077838,493.24618530074935,358.1505690409558,382.83780689879035
63095,94.79183738782284,78.90825280899979,77.57193179322212,220.2993010355801,83.21670983770241,68.44317726246663,73.50797379070468,129.90279622970118,86.7368926357301,81.31533925505279,114.99783360244308,98.26725867725278,125.60649340669079,56.49714390475106,139.9974546004205,122.03942364270729,147.82388107331352,82.56699274293419,143.14466918919518,168.02584314803292,147.8257822847108,75.85979045896694,75.52612643066004,123.0581868923402,83.65735829249797,85.34362249524997,98.36564550610207,115.3405416121122,56.33888549762696,102.67603744397621
