NFE,Run1,Run2,Run3,Run4,Run5,Run6,Run7,Run8,Run9,Run10,Run11,Run12,Run13,Run14,Run15,Run16,Run17,Run18,Run19,Run20,Run21,Run22,Run23,Run24,Run25,Run26,Run27,Run28,Run29,Run30
888,3334872.0214726836,7289237.269210441,8788537.648947176,10502469.79377894,4214603.938190458,6213564.139088173,15582165.21095342,9219282.355700323,13094239.61432119,15088527.02849632,7233818.172028002,2292940.751102396,4700818.469503942,8773787.05888297,1919146.3588883781,10961838.95244771,22267887.64813596,17144469.70761121,2258987.2651825068,10997469.65981666,15432225.46553993,5033922.003984533,11321216.38083247,8491534.364813825,2419276.395376761,4288192.700641884,1558094.297579601,5717103.0608672425,14392476.22882366,3870667.401016766
1527,3334872.0214726836,5570896.701470742,5030834.516977768,5258291.828649694,4214603.938190458,6213564.139088173,4898051.693945159,8230458.924570372,8047441.053660979,8106600.339895438,5878906.021510465,2292940.751102396,4700818.469503942,1904807.0712360332,1919146.3588883781,3458503.026963198,7960331.727446644,5389859.438458494,2258987.2651825068,10997469.65981666,8524547.40633207,2674085.262131955,11320997.52830564,4834545.837350403,2419276.395376761,4288192.700641884,1558094.297579601,4707903.402213744,12065047.79866375,2018789.110238412
2625,3334872.0214726836,4443321.205456718,3432260.6797667732,3395750.348924253,1172762.024574156,5056116.826223682,1052773.955529062,1206339.621393896,2667523.001064092,2287749.226959122,2307267.283668317,2292940.751102396,4700818.469503942,1904807.0712360332,1919146.3588883781,3458503.026963198,4593384.845047072,749887.2456440262,2258987.2651825068,3554230.731926542,1664042.092288259,737965.0656040163,8531773.105042057,4834545.837350403,2419276.395376761,4288192.700641884,1558094.297579601,4452193.022781895,6855176.402359118,2018789.110238412
4513,1778307.014662574,1812717.19775478,1741946.676346269,2374176.062829451,1172762.024574156,2295592.461101415,1052773.955529062,1206339.621393896,2640062.431622053,515279.07493857073,1498894.993502919,2292940.751102396,2966518.0951492586,1772899.536854339,1919146.3588883781,1059402.1881650721,1737254.3715559419,749887.2456440262,2258987.2651825068,1735799.98903235,1263828.277499818,737965.0656040163,4918240.531464153,4834545.837350403,1515685.047547936,1531763.9030916581,1558094.297579601,1638001.826266486,3327791.501748744,2018789.110238412
7757,1324077.0493550391,1675293.107924019,1595132.2851094068,2374176.062829451,1172762.024574156,1497103.3488933418,213900.33508791268,1206339.621393896,305920.28161380807,515279.07493857073,589167.8203879456,1741565.577083319,1543233.20564191,1068743.11397659,523193.081666935,1059402.1881650721,1240094.678944828,749887.2456440262,342694.3139229526,642577.2317863781,1263828.277499818,737965.0656040163,319950.8725877072,953219.0894832284,747238.5127020867,758379.8004033108,625030.8964647938,916564.7269545712,2289176.901699117,261894.01178410102
13333,942031.6486951069,496831.93089788617,1009884.862717308,549607.893718256,279088.3661066646,251874.5689312923,213900.33508791268,209143.6536821106,305510.6730709873,335023.64409882,589167.8203879456,552486.119292936,437475.4682345703,842255.1141284184,448424.87908221397,1059402.1881650721,522791.37164434296,749887.2456440262,342694.3139229526,475876.0880707569,603990.9257644791,455312.9550909023,319950.8725877072,534072.3703888654,571289.4367931657,610454.9557942939,371122.08705674845,909797.5619724528,373810.84598434967,261894.01178410102
22916,102820.67191688289,292605.1710591107,300166.5065572901,298387.8901932577,279088.3661066646,251874.5689312923,213900.33508791268,209143.6536821106,218303.1801413811,335023.64409882,316307.5510383551,264960.1844625421,409891.5637405069,115005.72135287551,170577.1146765203,454969.76480470865,112901.7817174918,341296.99112213764,238833.49821114898,163198.8803183546,603990.9257644791,365281.7879656715,228572.8083624807,208704.5923033203,361014.5887059649,364022.8078556535,314066.1781514873,356643.0462991286,124105.1015101477,261894.01178410102
39389,54162.824215727334,81193.71717446012,96093.08107672277,36947.040193671965,21795.70105290458,70707.37589091808,62362.493415914854,72379.12664183423,26487.40192621582,89184.72119363949,45477.305650601535,54425.37911906554,29322.87670671514,11254.67936839027,57634.99677875964,62223.45179704267,12120.95609214163,56112.57450600729,105927.1330335144,72695.68287115371,61621.988194183665,42625.89349636753,36784.631526163714,89204.08341980705,70764.37473170928,17795.17385000505,19229.421508365638,19053.28954652447,57314.25370746575,90629.19116041716
67700,3114.179598309574,2457.3073970001237,2542.8647607376897,3072.388110048034,2265.351228132669,3771.6606425973932,2288.100553885202,3440.4232962976457,3869.382419635956,2693.967844225529,2580.489288236697,2333.697452146325,2753.7862319362957,3329.5235343549452,3536.482101022197,3092.7485484993517,2973.205013526032,2544.57143761621,2555.134275286109,2418.544466681812,3316.9073974229773,2449.248561610229,3462.5416049322307,2217.752782630271,3272.2720055224468,1940.822494133141,2331.907707851813,3009.528397923087,2549.65996205286,2258.537750195555
116362,529.6818911606315,411.9266767847926,362.4801497015247,403.77068202368986,508.18122685021814,491.83379348062005,334.13121083211064,375.7946630486213,281.845456441805,364.336578293799,471.3844434128105,512.561321067742,478.6038508592997,477.52362324776965,480.08904769967836,532.1190633138517,367.09058616994565,260.0809286363419,287.1509552502912,428.38228069524035,341.2551874964411,400.83934876882086,386.0278704434813,524.1525134878834,515.5413517802926,199.6402237697398,412.3175180890239,466.7927254761094,490.4051263950055,332.19809564282565
200000,139.1789150092313,124.3072996189928,135.7919447221018,140.1375263416974,191.40230945596093,209.63460269703342,137.9815215472129,135.2272864462116,148.23446496740783,116.96964495927071,204.89481846744,182.64010182803298,122.543310881395,156.6132609814508,141.62782452839718,142.8734946334696,158.2622909557056,111.19157461449751,142.3714765699724,172.94174936845297,109.0997879507688,170.7932243560472,73.56661405344063,215.9731274515925,136.2124952609756,130.8967089369321,163.4679513544725,134.9288030266619,122.0147500206895,137.14611583423522
343754,51.81752702115068,65.85626872815419,54.205476202653706,75.2850940051319,87.04402332325617,103.1436245380892,76.15846795570701,83.63322015022662,81.58966156631276,67.18888691464167,61.22623055748136,99.84838702993444,64.27494537228608,55.03360386291888,83.72830258195586,59.452832648101776,69.64211427307873,73.50415930255484,67.73577359203387,76.81682702192393,74.07528067387761,103.86432625610149,43.90692129734475,86.01375195996593,50.4001388122997,55.984280877024275,62.48234288734511,61.01868609730377,71.8418460491182,61.148338160746796
590835,21.40929250497175,26.58861484903514,26.917832080894193,27.302371358632627,16.5943666678254,42.00708908713204,22.30533068060709,15.96221719475761,17.747637718604214,24.569484541479373,20.33939139776589,26.349383634938697,24.037819984237103,16.72621337916462,39.2372079101724,27.13703846896988,20.4135469943003,30.12428619605544,30.125379495690822,27.292271684114212,20.012322253725642,35.75929960093072,24.80657468553545,29.73185004008587,21.46088716317604,12.82398717244041,23.64606126035255,29.20705642411713,29.57923637674548,24.6354749510449
1015511,1.3280263860465311,6.2194639714107325,4.2924523502656475,2.487853892618205,2.9917156096673816,10.502031782407359,6.496149896443968,6.7820504761939455,0.3122351006149984,2.6134443229163944,9.522923058175591,4.988589399683633,3.97479186423061,4.6614770797132214,8.842418617150543,4.133178870274833,7.89629885354816,8.776229506451728,5.461342615338937,5.097866056358953,2.929012016040588,4.040166268078109,4.445520907301899,3.4302391010953666,2.1467191750550683,1.614429060759676,2.8900535585146367,6.294315570321031,5.444723467794802,5.70785787755176
1745432,0.3122350916692085,0.1561175458352864,0.9949590570961392,0.1561175458359685,0.9949590570947748,1.307194148761937,0.4683526375029032,1.463311694595859,0.3122350916685264,2.1460356600221084,1.307194148763074,0.4683526375026759,1.79394990734454,0.3122350916694359,0.3122350916694359,0.468352637503358,0.1561175458361959,0.4683526375029032,0.3122350916689811,0.4683526375029032,0.3122350916687537,0.1561175458352864,0.3122350916694359,0.1561175458357411,0.3122350916696632,1.1510766029293793,0.1561175458359685,0.312235091670118,1.4633116945963138,0.468352637503358
3000000,0.3122350916676169,0.1561175458339221,0.2109916049826097,0.1561175458336947,0.9949590570934106,1.3071941487608,0.4683526375013116,1.339974856961362,0.3122350916676169,2.146035660020516,1.3071941487610272,0.3544588776562705,0.1607725093672343,0.3122350916676169,0.3122350916676169,0.4683526375010842,0.1561175458339221,0.1563048510831777,0.3122350916676169,0.4683526375013116,0.3122350916676169,0.1561175458341495,0.3122350916676169,0.1561175458339221,0.3122350916676169,1.151076602927333,0.1561175458339221,0.3122350916676169,1.463311694594495,0.4683526375010842
