NFE,Run1,Run2,Run3,Run4,Run5,Run6,Run7,Run8,Run9,Run10,Run11,Run12,Run13,Run14,Run15,Run16,Run17,Run18,Run19,Run20,Run21,Run22,Run23,Run24,Run25,Run26,Run27,Run28,Run29,Run30
400,54.40249314676565,50.21439667848585,56.758044371127774,47.998921398442356,72.68629122930986,59.62284146658044,30.479429320681895,48.71778809741772,50.75961191749775,52.31639130807184,36.92263992106632,62.133925720643454,63.04550628012373,56.12973140323516,51.16745143358344,59.975489754293896,48.18638644639873,26.81644750088287,71.39275831101895,50.61391135188319,49.18434144685534,41.87306115012439,40.714488038291506,56.84006899994711,45.33289849593348,69.7106371596966,56.766261324179474,39.576082994238156,51.99926219709903,39.96315787993115
551,47.67301651798835,49.311800212841824,56.758044371127774,47.998921398442356,55.82377097619133,50.3213474257451,30.479429320681895,34.796442636969,42.61503395849877,52.31639130807184,36.92263992106632,38.64314830911417,52.41895711105133,48.416770632971975,42.12194572234579,44.47808134733555,44.64898378982502,26.81644750088287,59.50996849387241,49.275120050100895,49.18434144685534,41.87306115012439,40.714488038291506,36.09156365160572,45.33289849593348,51.90160766324561,56.766261324179474,38.92857938428619,41.68204302447475,39.96315787993115
761,41.34516484905862,31.07443387378623,34.45190448047413,46.7059160618038,50.728808201534434,44.78462575566732,22.236910185214356,34.796442636969,42.61503395849877,49.00824429317856,36.23338588009437,33.96220824636021,31.65711777100557,31.96564452999849,42.12194572234579,44.47808134733555,41.762654293892865,26.81644750088287,36.53210029832758,42.03062717807791,43.220115729089116,40.84983914530403,39.98665889429026,36.09156365160572,45.33289849593348,43.545894383638256,23.3545029115453,38.79768841548741,21.18328771069525,39.96315787993115
1050,36.41874260135626,24.221825339586193,32.648220245916946,39.958581777822474,44.47100622446885,44.78462575566732,22.236910185214356,34.796442636969,42.61503395849877,43.01434109837442,33.944195375459124,33.96220824636021,31.65711777100557,31.96564452999849,42.12194572234579,44.47808134733555,34.05868086375585,26.81644750088287,36.53210029832758,42.03062717807791,41.493894685373895,38.67189532899658,39.98665889429026,36.09156365160572,32.42957935593495,33.37843562877026,23.3545029115453,33.84117527988155,21.18328771069525,39.96315787993115
1449,36.41874260135626,24.221825339586193,24.21444985937705,39.09280186147304,35.186389331413814,27.00615522739258,22.236910185214356,34.796442636969,42.403743418906394,27.81061173953503,29.541868951018962,33.96220824636021,24.803516608193828,27.538239976150628,36.80951525435592,24.21323092539296,20.53546573354322,26.81644750088287,23.2056255916043,30.08269205879117,31.03822359278524,17.96884825269046,29.13494186692935,36.09156365160572,32.42957935593495,33.37843562877026,23.3545029115453,31.28083224838167,21.18328771069525,27.501718367477217
2000,26.966387941300923,24.221825339586193,24.21444985937705,21.24157126115711,25.752756430297946,11.052617780544438,22.236910185214356,24.590337461110266,20.30626396087666,24.17660324063775,29.541868951018962,32.57624129576027,21.40606684080512,21.39015511042112,26.615849564622522,24.21323092539296,20.53546573354322,23.711782307109733,23.2056255916043,30.08269205879117,28.56406110350702,17.96884825269046,29.13494186692935,29.112995282142485,18.65751447839591,16.24958999298417,19.51051116435588,28.30887347830412,21.18328771069525,23.1262458782785
2759,19.85883442577472,23.96929963565947,23.573452988806142,21.24157126115711,25.209854895706712,11.052617780544438,22.236910185214356,19.59943004266529,20.30626396087666,14.125306573031711,16.41902284262608,17.02250152742704,15.34566208222543,15.25798241853806,26.365275334416307,14.27428418476006,20.53546573354322,15.980029127432429,20.333222559173578,22.027111886459352,17.010550466513788,17.96884825269046,21.509885506407038,26.24000705921185,18.65751447839591,13.507997843121641,19.51051116435588,11.798702464393392,21.18328771069525,23.1262458782785
3807,17.30889984024327,17.06838807994177,17.84979422962931,16.47710183267452,15.150054714966021,11.052617780544438,22.162026680043372,19.59943004266529,20.30626396087666,12.773172787246152,12.62347915499311,15.09443300990597,15.34566208222543,12.60756173097923,15.75442745538874,14.27428418476006,20.53546573354322,14.043965796640348,20.333222559173578,16.15036992318528,14.55392486645633,17.96884825269046,21.509885506407038,12.97657884904288,18.50683366403587,13.34937657583055,19.51051116435588,11.798702464393392,16.83561438195693,18.871412450044428
5253,14.57217812759416,14.14003720960966,10.16766506913348,16.47710183267452,7.361979743144616,11.052617780544438,15.522707707047742,18.25314838014594,17.10372421417162,12.773172787246152,12.62347915499311,15.09443300990597,15.34566208222543,12.60756173097923,14.26483405334022,14.27428418476006,20.53546573354322,13.2672680862247,16.13501555054518,16.15036992318528,12.09992767471385,12.492275271946822,20.18562245918974,12.97657884904288,13.263047062475609,13.34937657583055,14.54298808638009,11.798702464393392,16.13629887366039,17.606560350547852
7247,11.080246491021631,11.780162719553461,10.16766506913348,12.06290924904681,7.361979743144616,11.052617780544438,15.396487465138529,15.81630587731968,14.89427484790849,8.450038517160579,12.62347915499311,10.26563441189899,15.34566208222543,10.0773956620468,12.962720941804259,13.375230340040961,11.515456643989642,13.2672680862247,13.855928985367429,8.871777758110284,11.344467467297699,12.492275271946822,14.86846103641528,12.40720191177923,12.09662170617969,13.34937657583055,10.47658319237655,11.798702464393392,13.29563797298613,12.12443433379178
