   8304706.75307267	   1735959.49827796	   5576383.22042111	   3952648.54928881	   3243767.55557754	   4362721.38339128	   8987055.48558783	   3299896.14177570	    858877.58020627	   2011945.80800888	   1690499.96237725	   3760925.11929960	   1165821.62569271	   1879025.51260892	   4550976.46609225	   3088175.66643006	   2303361.83087987	   1181149.92178098	   4838837.77142622	   6269372.05687795	   2944704.57481291	   1101121.73385003	    775797.49125006	   2331658.62126967	   3378010.29280741	   5742264.26716463	   1756132.16003910	   2853938.82272873	   2210267.76504732	   1342614.11297806
   8304706.75307267	   1735959.49827796	   5576383.22042111	   3768344.17960132	   3243767.55557754	   4362721.38339128	   8942677.95479215	   3299896.14177570	    858877.58020627	   2011945.80800888	   1690499.96237725	   3064714.57639630	   1165821.62569271	   1879025.51260892	   4550976.46609225	   3088175.66643006	   1945385.50359356	   1151024.05039231	   4091854.81556636	   6269372.05687795	   2944704.57481291	   1101121.73385003	    775797.49125006	   2331658.62126967	     96544.40054484	   5742264.26716463	    987378.74636058	   2853938.82272873	   2210267.76504732	   1342614.11297806
   3952851.54092727	   1735959.49827796	    941129.33175963	   3727211.97695290	   3243767.55557754	    996498.14681850	    643204.95919220	   2019266.74643739	    858877.58020627	   2011945.80800888	    878899.84050884	   2247767.53736169	    742444.48452830	   1879025.51260892	   3545401.22291781	   3088175.66643006	   1945385.50359356	   1151024.05039231	   4091854.81556636	   6269372.05687795	   1073259.69214116	   1101121.73385003	    775797.49125006	   1422890.53708700	     96544.40054484	   2466390.95167737	    987378.74636058	   2853938.82272873	    639472.18872514	   1342614.11297806
   1549832.12173013	   1735959.49827796	    893166.06703844	    772032.33554933	   1691821.29754515	    642723.55850556	    627326.66159149	   2019266.74643739	    397587.02000836	   1721876.27617948	    463660.35521950	    898542.44917822	    742444.48452830	    946263.69237354	   2319320.14601846	    526926.47678915	   1945385.50359356	   1151024.05039231	    780854.25246071	   1640545.11187573	   1073259.69214116	   1101121.73385003	    775797.49125006	   1327273.61638809	     96544.40054484	    458410.38748300	    987378.74636058	    789845.72849589	    638950.92562726	   1342614.11297806
   1052072.28189577	   1375757.13342121	    893166.06703844	    236809.93076275	   1050213.78474142	    555374.49082231	    627326.66159149	    647937.54479575	    397587.02000836	   1721876.27617948	    463660.35521950	    779910.09904628	    742444.48452830	    666285.79979196	    277010.86884235	    526926.47678915	    846093.22776093	    700823.04630179	    224725.37332003	    719219.38990941	    743848.58447705	   1101121.73385003	    748388.89256783	    281566.90481552	     96544.40054484	    458410.38748300	    504303.36850290	    601033.69134369	    638950.92562726	    377774.40153393
    610978.91068262	    229297.79168582	    326665.11243962	    209652.57257395	    659792.15156546	    313437.82877108	    627326.66159149	    405931.71763580	    353524.76753564	    570286.27744443	    463660.35521950	    395136.26468229	    317524.85624976	    478063.57264369	    109782.95796935	    526926.47678915	    405626.32817649	    585990.52272014	    121570.98287256	    446454.33513332	    159698.09121565	    206195.58242509	    388324.82516623	    204709.13684708	     96544.40054484	    458410.38748300	    504303.36850290	    559242.18389974	    239868.80142038	    162874.70363835
     76310.73338787	     28459.16514680	    172896.76359201	     91523.72013061	    243981.09214891	    210418.27658536	    101139.07787934	    267562.40571799	    262699.47972081	    280067.31981757	     69114.83458320	    234442.93881042	    128736.93559661	     78785.96710923	    109782.95796935	    159182.28435078	    220959.85113017	     83832.01355230	     81918.10250749	    103876.43258105	    159698.09121565	    206195.58242509	     62521.89236597	    151237.22201309	     96544.40054484	    187145.11538692	    136797.34143189	     53817.27819853	    191495.06561372	    162874.70363835
     32384.70614618	     18703.75383634	     34704.79471895	     40410.04298139	     55695.00076621	     59870.86139719	     21061.22082103	     29158.02005396	     91127.56800326	     44351.03722970	     46906.50086013	     21949.45346520	     18257.43506182	      8097.30612337	     64634.14743875	     41696.22220551	     58016.35851145	     29881.97519274	     46747.72074457	     27017.56510173	     36843.96803523	     15708.39169622	     19017.98550485	     68123.50256440	     29216.44176031	     49652.38224110	     44080.53361275	     43662.61661315	     64145.69955419	     34767.61822637
      2765.46207612	      2035.53440298	      1783.48743674	      1935.03540044	      2711.89793628	      2022.04025614	      1936.70082136	      2145.81113871	      2746.96384938	      2046.10389033	      1744.79099483	      1418.92451267	      2113.81350477	      2164.05076860	      1720.36474621	      3064.14405678	      1209.92283998	      1743.06882490	      2546.67120580	      1658.32233328	      2211.24175155	      2396.07384402	      2666.58821454	      2132.16726590	      2025.49023507	      2284.27384601	      1400.86928568	      2231.81108233	      2751.92075915	      2226.97330470
       225.55700690	       266.41254911	       140.97487623	       131.24294119	       249.39430322	       234.72012483	       245.28451649	       199.56858729	       126.72760957	       146.51569302	       172.89961605	       155.80423108	       264.49876415	       226.39021136	       174.49374548	       128.53904319	       175.11369079	       146.10951766	       155.61724174	       190.46432012	       158.59205612	       172.11750914	       187.17878379	       207.29354308	       217.59298011	        75.36528112	       175.38701160	       120.03910753	       246.08155887	       189.16130910
