        54.40249315	        50.21439668	        56.75804437	        47.99892140	        72.68629123	        59.62284147	        30.47942932	        48.71778810	        50.75961192	        52.31639131	        36.92263992	        62.13392572	        63.04550628	        56.12973140	        51.16745143	        59.97548975	        48.18638645	        26.81644750	        71.39275831	        50.61391135	        49.18434145	        41.87306115	        40.71448804	        56.84006900	        45.33289850	        69.71063716	        56.76626132	        39.57608299	        51.99926220	        39.96315788
        47.67301652	        49.31180021	        56.75804437	        47.99892140	        55.82377098	        50.32134743	        30.47942932	        34.79644264	        42.61503396	        52.31639131	        36.92263992	        38.64314831	        52.41895711	        48.41677063	        42.12194572	        44.47808135	        44.64898379	        26.81644750	        59.50996849	        49.27512005	        49.18434145	        41.87306115	        40.71448804	        36.09156365	        45.33289850	        51.90160766	        56.76626132	        38.92857938	        41.68204302	        39.96315788
        41.34516485	        31.07443387	        34.45190448	        46.70591606	        50.72880820	        44.78462576	        22.23691019	        34.79644264	        42.61503396	        49.00824429	        36.23338588	        33.96220825	        31.65711777	        31.96564453	        42.12194572	        44.47808135	        41.76265429	        26.81644750	        36.53210030	        42.03062718	        43.22011573	        40.84983915	        39.98665889	        36.09156365	        45.33289850	        43.54589438	        23.35450291	        38.79768842	        21.18328771	        39.96315788
        36.41874260	        24.22182534	        32.64822025	        39.95858178	        44.47100622	        44.78462576	        22.23691019	        34.79644264	        42.61503396	        43.01434110	        33.94419538	        33.96220825	        31.65711777	        31.96564453	        42.12194572	        44.47808135	        34.05868086	        26.81644750	        36.53210030	        42.03062718	        41.49389469	        38.67189533	        39.98665889	        36.09156365	        32.42957936	        33.37843563	        23.35450291	        33.84117528	        21.18328771	        39.96315788
        36.41874260	        24.22182534	        24.21444986	        39.09280186	        35.18638933	        27.00615523	        22.23691019	        34.79644264	        42.40374342	        27.81061174	        29.54186895	        33.96220825	        24.80351661	        27.53823998	        36.80951525	        24.21323093	        20.53546573	        26.81644750	        23.20562559	        30.08269206	        31.03822359	        17.96884825	        29.13494187	        36.09156365	        32.42957936	        33.37843563	        23.35450291	        31.28083225	        21.18328771	        27.50171837
        26.96638794	        24.22182534	        24.21444986	        21.24157126	        25.75275643	        11.05261778	        22.23691019	        24.59033746	        20.30626396	        24.17660324	        29.54186895	        32.57624130	        21.40606684	        21.39015511	        26.61584956	        24.21323093	        20.53546573	        23.71178231	        23.20562559	        30.08269206	        28.56406110	        17.96884825	        29.13494187	        29.11299528	        18.65751448	        16.24958999	        19.51051116	        28.30887348	        21.18328771	        23.12624588
        19.85883443	        23.96929964	        23.57345299	        21.24157126	        25.20985490	        11.05261778	        22.23691019	        19.59943004	        20.30626396	        14.12530657	        16.41902284	        17.02250153	        15.34566208	        15.25798242	        26.36527533	        14.27428418	        20.53546573	        15.98002913	        20.33322256	        22.02711189	        17.01055047	        17.96884825	        21.50988551	        26.24000706	        18.65751448	        13.50799784	        19.51051116	        11.79870246	        21.18328771	        23.12624588
        17.30889984	        17.06838808	        17.84979423	        16.47710183	        15.15005471	        11.05261778	        22.16202668	        19.59943004	        20.30626396	        12.77317279	        12.62347915	        15.09443301	        15.34566208	        12.60756173	        15.75442746	        14.27428418	        20.53546573	        14.04396580	        20.33322256	        16.15036992	        14.55392487	        17.96884825	        21.50988551	        12.97657885	        18.50683366	        13.34937658	        19.51051116	        11.79870246	        16.83561438	        18.87141245
        14.57217813	        14.14003721	        10.16766507	        16.47710183	         7.36197974	        11.05261778	        15.52270771	        18.25314838	        17.10372421	        12.77317279	        12.62347915	        15.09443301	        15.34566208	        12.60756173	        14.26483405	        14.27428418	        20.53546573	        13.26726809	        16.13501555	        16.15036992	        12.09992767	        12.49227527	        20.18562246	        12.97657885	        13.26304706	        13.34937658	        14.54298809	        11.79870246	        16.13629887	        17.60656035
        11.08024649	        11.78016272	        10.16766507	        12.06290925	         7.36197974	        11.05261778	        15.39648747	        15.81630588	        14.89427485	         8.45003852	        12.62347915	        10.26563441	        15.34566208	        10.07739566	        12.96272094	        13.37523034	        11.51545664	        13.26726809	        13.85592899	         8.87177776	        11.34446747	        12.49227527	        14.86846104	        12.40720191	        12.09662171	        13.34937658	        10.47658319	        11.79870246	        13.29563797	        12.12443433
        10.84567867	        11.78016272	         8.38305185	        10.00365245	         7.03712602	         9.89204396	         9.52275158	        13.06968975	        10.59092223	         7.43838583	        12.62347915	         9.23710090	        10.88956324	        10.07739566	        12.96272094	        10.83424886	         8.23678235	        10.40816701	        10.77880151	         8.87177776	        11.33444764	         9.17938910	         9.64109264	         8.68264323	        10.34453298	        10.52828699	         9.57498475	        11.23835660	        13.29563797	        10.69502291
         8.05934608	         7.96050763	         6.23638310	         8.23015694	         7.03712602	         9.21940383	         9.52275158	         9.19828758	         8.84866355	         7.32024959	         9.40817172	         7.73779394	         9.31115186	         8.85758315	         7.25890039	         8.20692896	         6.96878974	         9.90057877	         9.28684376	         7.70298440	         8.24204985	         6.69531124	         5.74378076	         8.23034804	         7.71785978	         8.35004996	         8.61820605	         7.43589804	         9.02961296	         8.38167060
         6.90079528	         7.43723966	         5.94132905	         6.31215472	         7.03712602	         6.66160112	         7.74400392	         6.73318549	         6.42597456	         5.86494827	         7.29651121	         7.73779394	         7.00399665	         6.77534970	         3.47443068	         6.89587123	         6.49449315	         7.94131519	         6.12967212	         7.00813385	         6.07475376	         6.21640495	         3.46324978	         6.46457970	         6.53469145	         6.41322783	         7.07025674	         6.13042254	         6.88957380	         7.50440930
         5.43321576	         6.01619775	         5.54317710	         6.06992433	         5.80083862	         6.06523586	         6.17443238	         5.47718496	         5.66697344	         5.78471234	         5.75034349	         6.12279754	         6.42527707	         6.21716927	         2.67133273	         5.47331842	         5.60296609	         6.20809423	         5.47925090	         5.57627197	         5.67942540	         5.70921867	         0.68077478	         5.75112080	         6.43075685	         5.91193652	         6.01273432	         5.67662992	         6.29942852	         5.89057508
         2.02378650	         5.49627693	         5.14822797	         5.34959855	         5.39725410	         5.17489190	         5.14825378	         5.23850262	         5.41888907	         5.21238234	         5.14845350	         5.60521798	         5.41464992	         5.14881510	         2.61074679	         5.15490153	         5.19855769	         5.42344323	         5.38311648	         5.39950729	         5.14822797	         5.19967420	         0.01498158	         5.31211416	         5.38311661	         5.35748153	         5.23886453	         5.35736106	         5.14830961	         5.41465189
         0.00000000	         5.14822797	         5.14822797	         5.14822797	         5.14822797	         5.14822797	         5.14822797	         5.14822797	         5.14822797	         5.14822797	         5.14822797	         5.14822797	         5.41464992	         5.14822797	         0.99503349	         5.14822797	         5.14822797	         5.14822797	         5.38311648	         5.14822797	         5.14822797	         5.14822797	         0.00000000	         5.14822797	         5.38311648	         5.14822797	         5.14822797	         5.14822797	         5.14822797	         5.41464992
