      4292.55674458	      4854.24962345	      5110.79030541	      5121.71427048	      4956.01405953	      5082.43161477	      5194.62889839	      4937.27723630	      5121.78241492	      4555.71834990	      4704.23430271	      4825.88014433	      4830.60744156	      4121.67407666	      3559.27228594	      4443.74469967	      4240.94663359	      5027.08367867	      4415.78540580	      4581.88134492	      4757.23985232	      4775.04669512	      4979.95407597	      4705.31418209	      4568.52094320	      4671.09235965	      4737.96479806	      4891.28473367	      4691.09283718	      4814.14822274
      4292.55674458	      4854.24962345	      5110.79030541	      4583.62398947	      4956.01405953	      4648.43053287	      5011.92435826	      4921.80258320	      4748.44034832	      4555.71834990	      4704.23430271	      4825.88014433	      4830.60744156	      4121.67407666	      3559.27228594	      4443.74469967	      4240.94663359	      4504.43293297	      4409.63403056	      4581.88134492	      4757.23985232	      4775.04669512	      4602.46464938	      4705.31418209	      4568.52094320	      4671.09235965	      4737.96479806	      4891.28473367	      4691.09283718	      4814.14822274
      4292.55674458	      4536.32381492	      4647.26951983	      4583.62398947	      4750.11749880	      4289.74032591	      4028.25483886	      4921.80258320	      4675.81896170	      4555.71834990	      4679.31288013	      4825.88014433	      4298.21503457	      4121.67407666	      3559.27228594	      4443.74469967	      4240.94663359	      4504.43293297	      4409.63403056	      4581.88134492	      4757.23985232	      4775.04669512	      4602.46464938	      4705.31418209	      4568.52094320	      4366.82908286	      4737.96479806	      4543.11419163	      4691.09283718	      4814.14822274
      4292.55674458	      4475.25967447	      4601.47470148	      3924.19591996	      4613.71363415	      4282.49838666	      4028.25483886	      4807.93401090	      4554.16168954	      4555.71834990	      4210.67600561	      4392.76246015	      4242.72984737	      4121.67407666	      3559.27228594	      4443.74469967	      4240.94663359	      4504.43293297	      4409.63403056	      4458.39493711	      4453.95679295	      4482.12020905	      4602.46464938	      4661.43625622	      4055.61396720	      4366.82908286	      4671.23938933	      4263.01023308	      4036.49366861	      4571.38108822
      4133.95099591	      4328.36903595	      4601.47470148	      3924.19591996	      3140.56587266	      4282.49838666	      4028.25483886	      4270.99971382	      4087.44747454	      4521.95007754	      4210.67600561	      3860.94056898	      4217.43751403	      4121.67407666	      3559.27228594	      4056.83159415	      4098.02147367	      4023.91197743	      4409.63403056	      4341.03141174	      4134.62697698	      4309.22792123	      4548.64185199	      4661.43625622	      3941.30196012	      4366.82908286	      4094.89425915	      4263.01023308	      3714.25547014	      4230.71973607
      4056.04256986	      4132.44441008	      4046.40405098	      3924.19591996	      3140.56587266	      3632.67476249	      3379.15406340	      4228.57497857	      3755.56376120	      4016.96918604	      4147.87069150	      3860.94056898	      4217.43751403	      3837.45825658	      3559.27228594	      3835.81572774	      3970.65658565	      4023.91197743	      4107.27755001	      4227.04228750	      3819.12669036	      4086.97641059	      4221.76948734	      3962.78914898	      3941.30196012	      4067.38002660	      3936.96110354	      3916.42416057	      3714.25547014	      4230.71973607
      3919.22669391	      3643.60638940	      3820.71357912	      3818.90910028	      3140.56587266	      3632.67476249	      3379.15406340	      3775.14416894	      3755.56376120	      3780.60427347	      4147.87069150	      3860.94056898	      3829.32303241	      3722.19979914	      3559.27228594	      3735.97420518	      3952.10980501	      3584.07952025	      3235.98308020	      3579.60998286	      3609.93505577	      3927.02630620	      3667.19773130	      3774.54414710	      3444.19954250	      3877.94063947	      3508.57755978	      3709.42944729	      3714.25547014	      3678.11799606
      3484.90730916	      3337.84229248	      3551.93321610	      3205.70111682	      3140.56587266	      3388.33498803	      3341.67760484	      3508.81908259	      3274.29097776	      3558.59381958	      3554.69908028	      3114.92922212	      3340.19968399	      3520.92480905	      2955.64363586	      3735.97420518	      3441.30660213	      3533.75916724	      3235.98308020	      3133.87484702	      3289.10482874	      3593.39251530	      3667.19773130	      3667.93246222	      3444.19954250	      2814.02919025	      3152.92973784	      3156.63649635	      3374.36293954	      3678.11799606
      3067.12061490	      2603.43304842	      2850.05019867	      2897.50121853	      3068.88519970	      2883.43833315	      3115.59724606	      2771.47102439	      2515.72485545	      2960.82763291	      2480.77438408	      3053.53468325	      2668.21201388	      2574.57925903	      2359.86426923	      2340.07095840	      3059.62678159	      2715.57707514	      2914.03862892	      2189.03154722	      2750.50126568	      2785.54986162	      2357.20857597	      2916.25143024	      3000.78565508	      2753.37468257	      2909.51318585	      3008.50345414	      3041.92035297	      3139.60184881
      1919.00594394	      1759.90386915	      1906.41158360	      2244.49269192	      2081.16145264	      2218.32750419	      2119.03566753	      1762.63186182	      2113.72758032	      2226.92317831	      2198.15607662	      2058.63342593	      2042.88435036	      2083.52100148	      1909.41449018	      1702.20266949	      1709.37337392	      2048.62265193	      2070.23504898	      1823.07292681	      2162.71872410	      1940.71804209	      2074.80533891	      2389.62163886	      2118.15469660	      1954.50946253	      2181.44772566	      2025.03234412	      1929.11122516	      1866.16402872
